osmid,y,x,highway,street_count,junction,longitude,latitude,pop_male,pop_female,pop_total,households,gridcode,flood_distance_deg,flood_level
1680666516,7.0018228,100.462925,,3,,100.462925,7.0018228,23,32,55,26,1,0.0010180881890895384,1
1680666527,7.001841,100.4593275,,4,,100.4593275,7.001841,23,32,55,15,2,0.0006262842149196454,2
1680666529,7.0018536,100.4688253,,3,,100.4688253,7.0018536,19,25,44,34,3,0.00024175895326566618,3
1680666531,7.0019911,100.4577821,,3,,100.4577821,7.0019911,23,17,40,19,1,0.0007532182964635796,1
1680666534,7.0018779,100.4772722,,1,,100.4772722,7.0018779,18,21,39,28,2,0.0002790581680920499,2
1680666546,7.0018998,100.4723161,,3,,100.4723161,7.0018998,13,20,33,28,3,0.0006279843013852169,3
1680666614,7.0019958,100.4611755,,3,,100.4611755,7.0019958,23,21,44,22,1,0.001174895268988585,1
1680666620,7.0020215,100.4657532,,3,,100.4657532,7.0020215,21,16,37,18,4,0.0010237835089356804,4
1680666620,7.0020215,100.4657532,,3,,100.4657532,7.0020215,21,16,37,18,3,0.0010237835089356804,3
1680666678,7.0021315,100.4614481,,4,,100.4614481,7.0021315,20,21,41,22,1,0.0010865375290138493,1
1680666683,7.0020769,100.4782878,,1,,100.4782878,7.0020769,22,25,47,24,4,0.000371189415325917,4
1680666686,7.002127,100.4755656,,4,,100.4755656,7.002127,26,18,44,27,1,0.0008895565309437939,1
1680666699,7.0022112,100.4770978,,1,,100.4770978,7.0022112,15,33,48,26,2,0.00012868280296379184,2
1680666711,7.0022019,100.4663138,,3,,100.4663138,7.0022019,23,35,58,18,4,0.0007176081059959237,4
1680666711,7.0022019,100.4663138,,3,,100.4663138,7.0022019,23,35,58,18,3,0.0007176081059959237,3
1680666716,7.0022266,100.4806151,,1,,100.4806151,7.0022266,27,26,53,22,1,0.000718030267102131,1
1680666752,7.0022828,100.4565282,,3,,100.4565282,7.0022828,21,33,54,20,1,0.0017304667830596303,1
1680666763,7.0023857,100.4605612,,1,,100.4605612,7.0023857,16,26,42,25,2,0.0018362658985187504,2
1680666768,7.0024119,100.4644618,,3,,100.4644618,7.0024119,26,22,48,13,4,0.00035032348419640664,4
1680666768,7.0024119,100.4644618,,3,,100.4644618,7.0024119,26,22,48,13,3,0.00035032348419640664,3
1680666775,7.0025363,100.4802152,,3,,100.4802152,7.0025363,16,17,33,30,1,0.00043042680095740774,1
1680666786,7.002537,100.4625421,,3,,100.4625421,7.002537,13,21,34,24,1,0.0013663224430173805,1
1680666789,7.0025589,100.4770867,,1,,100.4770867,7.0025589,18,25,43,24,2,0.0004755789189830148,2
1680666821,7.0026132,100.464381,,3,,100.464381,7.0026132,24,23,47,25,4,0.0005671839918199565,4
1680666821,7.0026132,100.464381,,3,,100.464381,7.0026132,24,23,47,25,3,0.0005671839918199565,3
1680666823,7.0026137,100.4765283,,1,,100.4765283,7.0026137,25,32,57,29,2,0.0007676918560065906,2
1680666827,7.0026311,100.4812195,,3,,100.4812195,7.0026311,18,29,47,22,5,0.00028719046014962846,5
1680666830,7.0026868,100.4611759,,3,,100.4611759,7.0026868,35,27,62,22,1,0.0016993615999406177,1
1680666869,7.0027183,100.45748,,3,,100.45748,7.0027183,25,30,55,13,2,0.0014198881098466723,2
1680666887,7.0027057,100.4666256,,3,,100.4666256,7.0027057,19,15,34,21,3,0.0004307927624435345,3
1680666887,7.0027057,100.4666256,,3,,100.4666256,7.0027057,19,15,34,21,4,0.0004307927624435345,4
1680666891,7.0027569,100.4820085,,3,,100.4820085,7.0027569,24,30,54,9,2,0.0001764235221135299,2
1680666900,7.0028232,100.4574145,,3,,100.4574145,7.0028232,22,27,49,25,2,0.0015267490093119045,2
1680666903,7.0028122,100.4643011,,3,,100.4643011,7.0028122,25,26,51,28,4,0.0007816025652327101,4
1680666903,7.0028122,100.4643011,,3,,100.4643011,7.0028122,25,26,51,28,3,0.0007816025652327101,3
1680666946,7.0029043,100.4610693,,3,,100.4610693,7.0029043,14,21,35,28,1,0.0019403537094926878,1
1680666950,7.0029157,100.4754742,,3,,100.4754742,7.0029157,29,26,55,21,5,0.0008362810870747074,5
1680666954,7.0017217,100.4667523,,1,,100.4667523,7.0017217,13,13,26,21,2,0.0012192322932103729,2
1680667029,7.0029791,100.4760722,,4,,100.4760722,7.0029791,25,22,47,20,4,0.0007911377993383088,4
1680667034,7.0030063,100.4764672,,1,,100.4764672,7.0030063,25,25,50,30,4,0.0007747678226282548,4
1680667068,7.003084,100.4656598,,3,,100.4656598,7.003084,12,28,40,28,4,0.0006134624703908256,4
1680667068,7.003084,100.4656598,,3,,100.4656598,7.003084,12,28,40,28,3,0.0006134624703908256,3
1680667079,7.0030706,100.481183,,4,,100.481183,7.0030706,26,22,48,22,5,0.0001678824859006719,5
1680667083,7.003088,100.4808165,,1,,100.4808165,7.003088,17,24,41,21,1,0.00043499676592513993,1
1680667090,7.003088,100.4816163,,1,,100.4816163,7.003088,22,26,48,22,5,0.0004043898607880336,5
1680667132,7.0031661,100.4622048,,3,,100.4622048,7.0031661,22,22,44,28,1,0.0019199465407910214,1
1680667143,7.0032685,100.4583528,,3,,100.4583528,7.0032685,20,28,48,26,2,0.0012499553564494816,2
1680667148,7.003255,100.4760465,,3,,100.4760465,7.003255,12,26,38,27,4,0.0005351978926982946,4
1680667158,7.0032927,100.4815871,,1,,100.4815871,7.0032927,18,23,41,30,5,0.0005050128247659764,5
1680667164,7.0033189,100.481183,,3,,100.481183,7.0033189,19,18,37,26,5,0.0004077755239591843,5
1680667171,7.0033223,100.4621211,,3,,100.4621211,7.0033223,28,29,57,21,1,0.002072644450413703,1
1680667176,7.0033449,100.4808398,,1,,100.4808398,7.0033449,23,26,49,24,1,0.0005765149664099899,1
